Autophagy_related_gene_symbol	ID	Correlation_coefficient	P-value	Host_gene of circRNA	CircRNA_chromosomal_position (hg19)	Mean_expression	Log2FoldChange	FDR	Change	circbaseID
ATG16L2	circ_176722	-0.313211594	0.00013215	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
UVRAG	circ_176722	-0.347357339	1.99E-05	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
CASP1	circ_176722	-0.369886403	5.05E-06	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
GABARAPL1	circ_176722	-0.326172361	6.62E-05	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
HSPB8	circ_176722	-0.420582923	1.53E-07	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
FOXO1	circ_176722	-0.40029199	6.66E-07	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
ATG14	circ_176722	-0.312685952	0.000135819	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
ZFYVE1	circ_176722	-0.307616484	0.00017642	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
DAPK2	circ_176722	-0.300432989	0.00025353	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
MAPK3	circ_176722	-0.320039415	9.22E-05	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
CX3CL1	circ_176722	-0.366246506	6.35E-06	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
MAP1LC3B	circ_176722	-0.360087673	9.29E-06	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
ITGA3	circ_176722	-0.426107355	1.01E-07	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
ITGB4	circ_176722	-0.413952056	2.50E-07	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
RPTOR	circ_176722	-0.337026686	3.62E-05	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
NPC1	circ_176722	-0.317053127	0.000108009	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
BCL2	circ_176722	-0.491586666	3.93E-10	ABCC4	chr13:95768175-95840796	6.789216833	2.201712125	3.53E-07	Up	hsa_circ_0030582
DIRAS3	circ_34837	-0.391390923	1.23E-06	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
ARNT	circ_34837	-0.319212903	9.63E-05	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
CFLAR	circ_34837	-0.367672681	5.80E-06	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
TP63	circ_34837	-0.387069622	1.65E-06	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
CANX	circ_34837	0.305185381	0.000199663	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
PRKN	circ_34837	-0.329200562	5.60E-05	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
EGFR	circ_34837	-0.301095472	0.000245287	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
DNAJB9	circ_34837	0.339183866	3.20E-05	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
ATG4A	circ_34837	0.311846149	0.000141879	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
CTSB	circ_34837	-0.307762461	0.000175108	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
BNIP3	circ_34837	0.354689007	1.29E-05	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
AMBRA1	circ_34837	-0.320365242	9.06E-05	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
CAPN1	circ_34837	-0.303006787	0.00022288	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
ATG16L2	circ_34837	-0.308435111	0.000169178	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
CASP1	circ_34837	-0.351672421	1.54E-05	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
HSPB8	circ_34837	-0.364509887	7.07E-06	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
FOXO1	circ_34837	-0.331325822	4.98E-05	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
DAPK2	circ_34837	-0.329923206	5.39E-05	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
CX3CL1	circ_34837	-0.349007182	1.81E-05	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
ITGA3	circ_34837	-0.443251671	2.64E-08	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
ITGB4	circ_34837	-0.379008114	2.81E-06	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
RPTOR	circ_34837	-0.305087122	0.00020066	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
NPC1	circ_34837	-0.365926985	6.47E-06	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
BCL2	circ_34837	-0.412311006	2.82E-07	ABCC4	chr13:95813442-95822882	4.34599666	1.372606028	0.037217747	Up	hsa_circ_0006659
DIRAS3	circ_161551	-0.48225346	9.34E-10	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
SH3GLB1	circ_161551	-0.36546691	6.66E-06	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
ARNT	circ_161551	-0.442644345	2.77E-08	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
CFLAR	circ_161551	-0.470273845	2.73E-09	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
TP63	circ_161551	-0.438374245	3.90E-08	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
NAF1	circ_161551	-0.342769052	2.61E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
CANX	circ_161551	0.323015151	7.85E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
SQSTM1	circ_161551	-0.319564222	9.45E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
ATG5	circ_161551	-0.334145313	4.26E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
GOPC	circ_161551	-0.330751784	5.14E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
DNAJB9	circ_161551	0.351870433	1.53E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
ATG4A	circ_161551	0.44429264	2.43E-08	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
CTSB	circ_161551	-0.34234728	2.67E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
PRKCQ	circ_161551	-0.343311223	2.52E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
BNIP3	circ_161551	0.329482702	5.52E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
AMBRA1	circ_161551	-0.303883835	0.000213247	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
CAPN1	circ_161551	-0.33237821	4.70E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
ATG16L2	circ_161551	-0.325000608	7.05E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
UVRAG	circ_161551	-0.360652955	8.98E-06	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
CASP1	circ_161551	-0.387865518	1.56E-06	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
GABARAPL1	circ_161551	-0.305533252	0.000196171	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
HSPB8	circ_161551	-0.415088129	2.30E-07	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
CAMKK2	circ_161551	0.330122138	5.33E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
SUPT20H	circ_161551	-0.304721671	0.000204408	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
FOXO1	circ_161551	-0.451625086	1.33E-08	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
DAPK2	circ_161551	-0.348127185	1.91E-05	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
CX3CL1	circ_161551	-0.381920914	2.32E-06	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
MAP1LC3B	circ_161551	-0.316663511	0.000110256	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
CALCOCO2	circ_161551	-0.318488381	0.000100098	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
ITGA3	circ_161551	-0.432771	6.05E-08	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
ITGB4	circ_161551	-0.411969468	2.89E-07	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
P4HB	circ_161551	0.304766148	0.000203948	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
NPC1	circ_161551	-0.36211629	8.20E-06	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
BCL2	circ_161551	-0.495082555	2.83E-10	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
APOL1	circ_161551	-0.307614336	0.00017644	ABCC4	chr13:95813442-95840796	8.666610614	1.952749569	3.82E-06	Up	hsa_circ_0030586
PEX14	circ_102095	0.372328699	4.32E-06	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
ATG4B	circ_102095	0.300900049	0.000247692	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
VEGFA	circ_102095	0.313364599	0.000131099	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
WIPI2	circ_102095	0.378363295	2.93E-06	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
HDAC6	circ_102095	0.308946403	0.000164796	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
AMBRA1	circ_102095	0.310368507	0.000153158	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
ATG13	circ_102095	0.305486045	0.000196642	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
ATG2A	circ_102095	0.361149261	8.71E-06	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
GABARAPL1	circ_102095	0.380641811	2.52E-06	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
ULK1	circ_102095	0.359721905	9.50E-06	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
FOS	circ_102095	0.31169528	0.000142994	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
EEF2K	circ_102095	0.41619332	2.12E-07	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
PELP1	circ_102095	0.320907165	8.80E-05	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
RPTOR	circ_102095	0.338130393	3.40E-05	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
HGS	circ_102095	0.307597957	0.000176588	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
MAP1LC3A	circ_102095	0.308414683	0.000169356	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
TP53INP2	circ_102095	0.354763803	1.28E-05	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
MAP2K7	circ_102095	0.305396725	0.000197535	PCCA	chr13:100909848-100925600	1.395831657	-1.245550395	0.001386678	Down	hsa_circ_0000500
VAMP3	circ_151012	0.406442323	4.31E-07	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
PEX14	circ_151012	0.327549979	6.14E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
SESN2	circ_151012	0.341916689	2.74E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
DIRAS3	circ_151012	0.456200822	9.12E-09	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
SH3GLB1	circ_151012	0.374208731	3.83E-06	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
ARNT	circ_151012	0.392224942	1.16E-06	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
NFE2L2	circ_151012	0.384283095	1.98E-06	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
TP63	circ_151012	0.325554691	6.84E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
NFKB1	circ_151012	0.335289305	3.99E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CASP3	circ_151012	0.340791566	2.92E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
ARSB	circ_151012	0.337300861	3.56E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
SQSTM1	circ_151012	0.442162768	2.88E-08	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CTSB	circ_151012	0.448127649	1.78E-08	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
DLC1	circ_151012	0.362125228	8.20E-06	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
BAG1	circ_151012	0.32427708	7.34E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CTSL	circ_151012	0.32796173	6.00E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
PRKCQ	circ_151012	0.355231764	1.25E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
KIF5B	circ_151012	0.330067276	5.34E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
ITGB1	circ_151012	0.343148474	2.55E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
SAR1A	circ_151012	0.34132398	2.83E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CAPN1	circ_151012	0.384587555	1.94E-06	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
RELA	circ_151012	0.348204796	1.90E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
UVRAG	circ_151012	0.322638828	8.02E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CASP4	circ_151012	0.34956902	1.75E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CASP1	circ_151012	0.427787282	8.89E-08	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
GABARAPL1	circ_151012	0.41543187	2.25E-07	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CDKN1B	circ_151012	0.332457105	4.68E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
DRAM1	circ_151012	0.374804419	3.69E-06	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
HSPB8	circ_151012	0.425712772	1.04E-07	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CAMKK2	circ_151012	-0.307325798	0.000179061	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
FOXO1	circ_151012	0.36110606	8.73E-06	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
EIF2S1	circ_151012	0.317855226	0.000103519	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
MAPK3	circ_151012	0.310726222	0.000150354	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CX3CL1	circ_151012	0.437571298	4.15E-08	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
USP10	circ_151012	0.325419927	6.89E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
MAP1LC3B	circ_151012	0.33674126	3.68E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CCL2	circ_151012	0.307521817	0.000177276	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
CALCOCO2	circ_151012	0.400592477	6.52E-07	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
ITGA3	circ_151012	0.406633883	4.25E-07	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
PRKAR1A	circ_151012	0.3163395	0.000112157	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
ITGB4	circ_151012	0.461257376	5.95E-09	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
NPC1	circ_151012	0.336461929	3.74E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
BCL2	circ_151012	0.340958129	2.89E-05	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
TP53INP2	circ_151012	0.315327065	0.000118296	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
RGS19	circ_151012	0.306644894	0.00018539	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
APOL1	circ_151012	0.36142788	8.56E-06	LRP6	chr12:12397195-12397589	1.255221345	-1.921765002	3.15E-06	Down	hsa_circ_0000378
ATG4A	circ_152932	-0.30049464	0.000252752	SLC38A1	chr12:46622935-46637097	1.187016298	-3.192207418	1.80E-05	Down	hsa_circ_0000396
HSPB8	circ_152932	0.313491701	0.000130232	SLC38A1	chr12:46622935-46637097	1.187016298	-3.192207418	1.80E-05	Down	hsa_circ_0000396
VAMP3	circ_109885	0.305666978	0.000194844	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
PEX14	circ_109885	0.655852753	4.61E-19	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
PINK1	circ_109885	0.337535402	3.52E-05	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
SESN2	circ_109885	0.516866993	3.31E-11	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
DIRAS3	circ_109885	0.582075856	1.98E-14	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
SH3GLB1	circ_109885	0.357864243	1.06E-05	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
ARNT	circ_109885	0.499944547	1.77E-10	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
ATF6	circ_109885	0.42032392	1.56E-07	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
BIRC6	circ_109885	0.445167158	2.26E-08	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
CFLAR	circ_109885	0.520028851	2.39E-11	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
ATG9A	circ_109885	0.388974535	1.45E-06	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
ATG16L1	circ_109885	0.430310783	7.32E-08	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
CAPN10	circ_109885	0.488672764	5.17E-10	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
ATG4B	circ_109885	0.447381848	1.89E-08	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
MTMR14	circ_109885	0.477258476	1.47E-09	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
ATG7	circ_109885	0.448105231	1.78E-08	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
RAF1	circ_109885	0.369986107	5.01E-06	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
TP63	circ_109885	0.612206904	3.55E-16	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
WDFY3	circ_109885	0.367589365	5.83E-06	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
NFKB1	circ_109885	0.341108519	2.87E-05	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
NAF1	circ_109885	0.419238879	1.70E-07	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
BNIP1	circ_109885	0.384637322	1.94E-06	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
SQSTM1	circ_109885	0.540019434	2.85E-12	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
CDKN1A	circ_109885	0.311948147	0.00014113	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
VEGFA	circ_109885	0.388835546	1.46E-06	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
ATG5	circ_109885	0.337449883	3.53E-05	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
PEX3	circ_109885	0.399636721	6.97E-07	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
EGFR	circ_109885	0.450285165	1.49E-08	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
HDAC6	circ_109885	0.549443741	9.93E-13	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
CTSB	circ_109885	0.565683695	1.49E-13	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
DLC1	circ_109885	0.318621655	9.94E-05	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
BAG1	circ_109885	0.448000768	1.80E-08	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
TSC1	circ_109885	0.371327611	4.61E-06	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
PRKCQ	circ_109885	0.383240422	2.13E-06	TMTC2	chr12:83250788-83251359	0.859864047	-1.137859624	0.003199016	Down	hsa_circ_0002886
